iter	R2	RMSE
938	0.9679410228	14.33799629
939	0.9680672583	14.30973977
940	0.9681180787	14.29834838
941	0.9681289926	14.29590085
942	0.9681874698	14.28277971
943	0.9682251277	14.27432364
944	0.9682746755	14.26319005
945	0.9683645027	14.2429833
946	0.9684656444	14.22019697
947	0.9685445337	14.20239855
948	0.9686182488	14.1857473
949	0.9687330809	14.15976929
950	0.9687619472	14.15323146
951	0.9688677902	14.12923362
952	0.9689157366	14.11834929
953	0.9689207518	14.11721031
954	0.9689736618	14.10518845
955	0.9690542296	14.08686271
956	0.9691631124	14.06205853
957	0.9691892158	14.05610549
958	0.9692708508	14.0374719
959	0.969329724	14.02401845
960	0.9693765572	14.01330708
961	0.9694240278	14.00244159
962	0.9694926486	13.98672011
963	0.9695053609	13.98380569
964	0.9695649003	13.97014767
965	0.9696730692	13.94530003
966	0.9697338168	13.93132617
967	0.9697567738	13.9260417
968	0.969835386	13.90793071
969	0.969960474	13.87906372
970	0.9700329376	13.86231355
971	0.9700837438	13.85055749
972	0.9701393425	13.83768101
973	0.9702062036	13.82218033
974	0.9702836521	13.80420338
975	0.9703338107	13.79254831
976	0.9704051578	13.77595281
977	0.9704532848	13.76474705
978	0.9705697139	13.73760022
979	0.9706069723	13.72890167
980	0.9706786989	13.7121404
981	0.9706813258	13.71152613
982	0.9707234157	13.70168046
983	0.9707973154	13.68437671
984	0.9708546396	13.67093905
985	0.9708820963	13.66449812
986	0.9708922189	13.66212273
987	0.9709933064	13.6383787
988	0.9710708011	13.62014829
989	0.9711078638	13.61142076
990	0.9712145069	13.58627713
991	0.9712471047	13.57858213
992	0.9712984272	13.56645818
993	0.9713810076	13.54692735
994	0.9714062957	13.54094091
995	0.9714387509	13.53325393
996	0.9714596569	13.52830005
997	0.9714754464	13.52455737
998	0.9715439217	13.50831427
999	0.9716373094	13.48613014
